symbol,name,exchange,category,country,category_number
000019.SZ,SBSY,SHZ,,China,0
000029.SZ,SPG,SHZ,,China,0
000060.SZ,NONFEMET,SHZ,,China,0
000063.SZ,ZTE,SHZ,,China,0
000088.SZ,YANTIAN PORT,SHZ,,China,0
0001.HK,Cheung Kong (Holdings) Limited,HKG,Real Estate Development,Hong Kong,449
000150.SZ,YIHUA REALTY,SHZ,,China,0
0004.HK,The Wharf (Holdings) Limited,HKG,Property Management,Hong Kong,448
000403.SZ,ZXB&C;,SHZ,,China,0
000408.SZ,*STJG,SHZ,,China,0
000411.SZ,INT'L GROUP,SHZ,,China,0
000420.SZ,JLCF,SHZ,,China,0
000422.SZ,HBYH,SHZ,,China,0
000426.SZ,IMXM,SHZ,,China,0
000430.SZ,ZTDC,SHZ,,China,0
0005.HK,HSBC Holdings plc,HKG,Money Center Banks,Hong Kong,410
000501.SZ,WUSHANG GROUP,SHZ,,China,0
000507.SZ,ZPH,SHZ,,China,0
000514.SZ,YUKAIFA,SHZ,,China,0
000516.SZ,KYIG,SHZ,,China,0
000518.SZ,JSSH,SHZ,,China,0
000519.SZ,JIANGNAN RED ARROW,SHZ,,China,0
000526.SZ,INSIGHT INVESTMENT,SHZ,,China,0
000538.SZ,YUNNAN BAIYAO,SHZ,,China,0
000540.SZ,ZHONGTIAN,SHZ,,China,0
000559.SZ,WXQC,SHZ,,China,0
000562.SZ,HONGYUAN SECURITIES,SHZ,,China,0
000587.SZ,GLJ,SHZ,,China,0
000589.SZ,GZT,SHZ,,China,0
000595.SZ,XIBEI BEARING,SHZ,,China,0
000598.SZ,XINGRONG INVESTMENT,SHZ,,China,0
000600.SZ,JEI,SHZ,,China,0
000606.SZ,QH GELATIN,SHZ,,China,0
000608.SZ,YANGGUANG,SHZ,,China,0
000610.SZ,XATC,SHZ,,China,0
000616.SZ,YELAND,SHZ,,China,0
000622.SZ,YYHL,SHZ,,China,0
000630.SZ,TLYS,SHZ,,China,0
000635.SZ,YLT,SHZ,,China,0
000639.SZ,XIWANG,SHZ,,China,0
000656.SZ,JINKE CO. LTD,SHZ,,China,0
000671.SZ,SUNSHINE CITY,SHZ,,China,0
000673.SZ,SLI,SHZ,,China,0
000676.SZ,STAR HI-TECH,SHZ,,China,0
000677.SZ,CHTC HELON CO LTD,SHZ,,China,0
000678.SZ,XY BEARING,SHZ,,China,0
000679.SZ,DFGC,SHZ,,China,0
000680.SZ,SHANTUI,SHZ,,China,0
000682.SZ,DONGFANG ELECTRONICS,SHZ,,China,0
000683.SZ,YUAN XING ENERGY,SHZ,,China,0
000685.SZ,ZPUG,SHZ,,China,0
000691.SZ,YATAI,SHZ,,China,0
000700.SZ,MPT,SHZ,,China,0
000701.SZ,XINDECO,SHZ,,China,0
000702.SZ,HNZHKJ,SHZ,,China,0
000705.SZ,"ZHENYUAN CO.,LTD",SHZ,,China,0
000715.SZ,CDSCBGCL,SHZ,,China,0
000720.KS,"Hyundai Engineering & Construction Co., Ltd.",KSC,,South Korea,0
000729.SZ,YANJING BREWERY,SHZ,,China,0
000756.SZ,XINHUA PHARM,SHZ,,China,0
000758.SZ,NFC,SHZ,,China,0
000759.SZ,ZBJT,SHZ,,China,0
000767.SZ,ZHANGZE POWER,SHZ,,China,0
000782.SZ,MEIDA,SHZ,,China,0
000792.SZ,QHSLI,SHZ,,China,0
0008.HK,PCCW Limited,HKG,Wireless Communications,Hong Kong,840
000802.SZ,JXTD,SHZ,,China,0
000803.SZ,JYAC,SHZ,,China,0
000807.SZ,YNALCO,SHZ,,China,0
000809.SZ,TIELING NEWCITY,SHZ,,China,0
000810.SZ,CRJH,SHZ,,China,0
000811.SZ,YANTAI MOON,SHZ,,China,0
000812.SZ,SHAANXI JIN YE,SHZ,,China,0
000813.SZ,TIANSHAN WOOLTEX,SHZ,,China,0
000815.SZ,MEILI PAPER,SHZ,,China,0
000816.SZ,JIANGHUAI ENGINE,SHZ,,China,0
000818.SZ,FDC,SHZ,,China,0
000819.SZ,YUEYANG XINGCHANG,SHZ,,China,0
000820.SZ,JINCHENG STOCK,SHZ,,China,0
000836.SZ,XINMAO S&T;,SHZ,,China,0
000837.SZ,QINCHUAN,SHZ,,China,0
000856.SZ,JIDONG EQUIPMENT,SHZ,,China,0
000861.SZ,HIGHSUN,SHZ,,China,0
000862.SZ,YINXING,SHZ,,China,0
000869.SZ,CHANGYU,SHZ,,China,0
000875.SZ,JPSC,SHZ,,China,0
000877.SZ,TSC,SHZ,,China,0
000878.SZ,YCC,SHZ,,China,0
000899.SZ,JXGNCL,SHZ,,China,0
0009.KL,YTL E-SOLUTIONS BHD,KLS,,Malaysia,0
0009@BN.KL,YTL E-SOLUTIONS BHD,KLS,,Malaysia,0
0009@OM.KL,YTL E-SOLUTIONS BHD,KLS,,Malaysia,0
000900.SZ,XD INVESTMENT,SHZ,,China,0
000901.SZ,AHTHGC,SHZ,,China,0
000913.SZ,QJMT,SHZ,,China,0
000919.SZ,JINLING PHARM.,SHZ,,China,0
000920.SZ,SOUTH HUITON,SHZ,,China,0
000927.SZ,TJFAW,SHZ,,China,0
000939.SZ,KAIDI ELECTRIC,SHZ,,China,0
000948.SZ,NANTIAN,SHZ,,China,0
000951.SZ,CNHTC-JNTC,SHZ,,China,0
000957.SZ,ZTBH,SHZ,,China,0
000960.SZ,YTL,SHZ,,China,0
000961.SZ,ZHONGNANCONSTRUCTION,SHZ,,China,0
000970.SZ,ZHONG KE SAN HUAN,SHZ,,China,0
000972.SZ,CHALKIS,SHZ,,China,0
000975.SZ,YTR,SHZ,,China,0
000979.SZ,ZHONGHONG STOCKS,SHZ,,China,0
000980.SZ,HSJM,SHZ,,China,0
000982.SZ,ZHONGYIN CASHMERE,SHZ,,China,0
0010.KL,IRIS CORPORATION BHD,KLS,,Malaysia,0
0011.HK,Hang Seng Bank Limited,HKG,Money Center Banks,Hong Kong,410
0018.HK,Oriental Press Group Limited,HKG,Publishing - Newspapers,Hong Kong,727
001896.SZ,YNHC,SHZ,,China,0
0020.HK,Wheelock and Company Ltd.,HKG,Real Estate Development,Hong Kong,449
002001.SZ,NHU,SHZ,,China,0
002002.SZ,HDXY,SHZ,,China,0
002010.SZ,ZJ TRANSFAR,SHZ,,China,0
002011.SZ,DUN'AN ENVIRONMENTAL,SHZ,,China,0
002012.SZ,KAN,SHZ,,China,0
002019.SZ,XINFU PHARM,SHZ,,China,0
002020.SZ,JINGXIN,SHZ,,China,0
002026.SZ,SHANDONG WEIDA,SHZ,,China,0
002033.SZ,LIJIANG TOURISM,SHZ,,China,0
002034.SZ,MIZUDA,SHZ,,China,0
002035.SZ,VATTI,SHZ,,China,0
002037.SZ,JIULIAN DEVELOPMENT,SHZ,,China,0
002044.SZ,JIANGSU SANYOU,SHZ,,China,0
002053.SZ,YSCC,SHZ,,China,0
002059.SZ,YUNNAN TOURISM,SHZ,,China,0
002063.SZ,YGSOFT,SHZ,,China,0
002071.SZ,JIANGSU HONGBAO,SHZ,,China,0
002074.SZ,JDEG,SHZ,,China,0
002082.SZ,DLXC,SHZ,,China,0
002087.SZ,XINYE TEXTLE,SHZ,,China,0
002095.SZ,NETSUN,SHZ,,China,0
002114.SZ,LPXD,SHZ,,China,0
002126.SZ,YINLUN,SHZ,,China,0
002127.SZ,XINMIN,SHZ,,China,0
002131.SZ,LEO,SHZ,,China,0
002161.SZ,INVENGO,SHZ,,China,0
002167.SZ,ORIENT ZIRCONIC,SHZ,,China,0
002174.SZ,SUSINO,SHZ,,China,0
002186.SZ,QUANJUDE,SHZ,,China,0
002188.SZ,NEW JIALIAN,SHZ,,China,0
002199.SZ,ECEC,SHZ,,China,0
002207.SZ,XZPT,SHZ,,China,0
002214.SZ,DALI TECH,SHZ,,China,0
002223.SZ,YUYUE MEDICAL,SHZ,,China,0
002226.SZ,JIANGNAN CHEMICAL,SHZ,,China,0
002228.SZ,HXPP,SHZ,,China,0
002232.SZ,QIMING IT,SHZ,,China,0
002235.SZ,ANNE,SHZ,,China,0
002236.SZ,DAHUA INC,SHZ,,China,0
002266.SZ,ZHE FU,SHZ,,China,0
002271.SZ,ORIENTAL YUHONG,SHZ,,China,0
002273.SZ,ZQCOT,SHZ,,China,0
0023.HK,"The Bank of East Asia, Limited",HKG,Money Center Banks,Hong Kong,410
002302.SZ,CHINA WEST CONSTRU,SHZ,,China,0
002304.SZ,YANGHE,SHZ,,China,0
002305.SZ,LANGOLD REAL ESTATE,SHZ,,China,0
002306.SZ,XIANGEQING,SHZ,,China,0
002307.SZ,BEIXIN,SHZ,,China,0
002314.SZ,YAHGEE,SHZ,,China,0
002323.SZ,ZHONGLIAN ELECTRIC,SHZ,,China,0
002326.SZ,YONGTAI TECHNOLOGY,SHZ,,China,0
002328.SZ,XINPENG CO.LTD,SHZ,,China,0
002335.SZ,KEHUA HENGSHENG,SHZ,,China,0
002343.SZ,HEXIN,SHZ,,China,0
002349.SZ,JINGHUA PHARM,SHZ,,China,0
002353.SZ,JEREH GROUP,SHZ,,China,0
002354.SZ,KMMY,SHZ,,China,0
002355.SZ,XINGMIN WHEEL,SHZ,,China,0
002365.SZ,YONGAN INC.,SHZ,,China,0
002370.SZ,YATAI PHARM,SHZ,,China,0
002389.SZ,NANYANG TECH,SHZ,,China,0
002398.SZ,BUILDING RESEARCH,SHZ,,China,0
0024.HK,Burwill Holdings Ltd.,HKG,Industrial Metals & Minerals,Hong Kong,133
002403.SZ,ASD,SHZ,,China,0
002406.SZ,YUANDONG DRIVE SHAFT,SHZ,,China,0
002408.SZ,QIXIANG TENGDA,SHZ,,China,0
002409.SZ,YOKE TECHNOLOGY,SHZ,,China,0
002423.SZ,ZYSCO,SHZ,,China,0
002428.SZ,YUNNAN GERMANIUM,SHZ,,China,0
002435.SZ,CJRF,SHZ,,China,0
002443.SZ,KINGLAND PIPELINE,SHZ,,China,0
002447.SZ,YI QIAO SEEDS,SHZ,,China,0
002450.SZ,KDX,SHZ,,China,0
002455.SZ,BCC,SHZ,,China,0
002457.SZ,QLPIPESINDUSTRY,SHZ,,China,0
002458.SZ,YISHENG,SHZ,,China,0
002459.SZ,TIANYE TOLIAN,SHZ,,China,0
002481.SZ,SHUANGTA FOOD,SHZ,,China,0
002488.SZ,JINGU,SHZ,,China,0
002489.SZ,YOTRIO,SHZ,,China,0
002497.SZ,YAHUA GROUP,SHZ,,China,0
002507.SZ,FULING ZHACAI,SHZ,,China,0
002521.SZ,QIFENG NEW MATERIAL,SHZ,,China,0
002522.SZ,ZHEJIANG ZHONGCHENG,SHZ,,China,0
002550.SZ,QIANHONG BIO-PHARMA,SHZ,,China,0
002557.SZ,QIAQIA FOOD,SHZ,,China,0
002566.SZ,YSYY,SHZ,,China,0
002574.SZ,MING JEWELRY,SHZ,,China,0
002575.SZ,QUNXING TOYS,SHZ,,China,0
002584.SZ,XILONG CHEMICAL,SHZ,,China,0
002603.SZ,YILING,SHZ,,China,0
002607.SZ,YAXIA AUTO,SHZ,,China,0
002627.SZ,YCJY,SHZ,,China,0
002646.SZ,QQKJ,SHZ,,China,0
002652.SZ,YZNM,SHZ,,China,0
002673.SZ,WESTERN SECURITIES,SHZ,,China,0
002674.SZ,XINGYE TECH.,SHZ,,China,0
002686.SZ,YILIDA,SHZ,,China,0
002700.SZ,XINJIANG HAOYUAN,SHZ,,China,0
002703.SZ,ZHEJIANG SHIBAO,SHZ,,China,0
0033.HK,Harmonic Strait Financial Holdings Limited,HKG,Personal Products,Hong Kong,323
0047.KL,PERISAI PETROLEUM TEKNOLOGI,KLS,,Malaysia,0
0055.KL,SERSOL BERHAD,KLS,,Malaysia,0
0058.KL,JOBSTREET CORPORATION BHD,KLS,,Malaysia,0
005930.KS,Samsung Electronics Co. Ltd.,KSC,,South Korea,0
0062.HK,Transport International Holdings Limited,HKG,Trucking,Hong Kong,774
006350.KS,Jeonbuk Bank,KSC,,South Korea,0
0065.HK,DeTeam Company Limited,HKG,Diversified Machinery,Hong Kong,622
0067.HK,China Lumena New Materials Corp.,HKG,Chemicals - Major Diversified,Hong Kong,110
0072.HK,Modern Media Holdings Limited,HKG,Publishing - Newspapers,Hong Kong,727
0073.HK,Asian Citrus Holdings Limited,HKG,Farm Products,Hong Kong,341
0076.HK,South Sea Petroleum Holdings Ltd.,HKG,Oil & Gas Drilling & Exploration,Hong Kong,123
0079.HK,Century Legend Holdings Ltd.,HKG,Resorts & Casinos,Hong Kong,711
0086.HK,Sun Hung Kai & Co. Limited,HKG,Real Estate Development,Hong Kong,449
0086.KL,YGL CONVERGENCE BHD,KLS,,Malaysia,0
0096.HK,YUSEI,HKG,,Hong Kong,0
0098.HK,Xingfa Aluminium Holdings Ltd.,HKG,Industrial Metals & Minerals,Hong Kong,133
0106.HK,"Landsea Green Properties Co., Ltd.",HKG,Real Estate Development,Hong Kong,449
0115.HK,Grand Field Group Holdings Ltd.,HKG,Property Management,Hong Kong,448
0127.KL,JHM CONSOLIDATION BHD,KLS,,Malaysia,0
012790.KQ,Shinil Pharm,KOE,,South Korea,0
0141.KL,WINSUN TECHNOLOGIES BHD,KLS,,Malaysia,0
0144.HK,China Merchants Holdings (International) Company Limited,HKG,Shipping,Hong Kong,775
0145.HK,Hong Kong Building & Loan Agency Ltd.,HKG,Asset Management,Hong Kong,422
0151.HK,Want Want China Holdings Ltd.,HKG,Food - Major Diversified,Hong Kong,340
0154.KL,EA HOLDINGS BERHAD,KLS,,Malaysia,0
0156.HK,Lippo China Resources Limited,HKG,Asset Management,Hong Kong,422
0157.HK,Natural Beauty Bio-Technology Ltd.,HKG,Personal Products,Hong Kong,323
016090.KS,Dae Hyun Co. Ltd.,KSC,,South Korea,0
0161.HK,AVIC International Holdings Limited,HKG,Electronic Equipment,Hong Kong,314
0165.KL,XOX BHD,KLS,,Malaysia,0
0165@BN.KL,XOX BHD,KLS,,Malaysia,0
0165@OM.KL,XOX BHD,KLS,,Malaysia,0
0168.KL,BOILERMECH HOLDINGS BHD,KLS,,Malaysia,0
0182.HK,China Windpower Group Limited,HKG,Diversified Utilities,Hong Kong,913
0186.HK,GRANDE HOLDINGS,HKG,,Hong Kong,0
0190.HK,HKC (Holdings) Limited,HKG,General Contractors,Hong Kong,636
01H.F,HORIBA,FRA,Scientific & Technical Instruments,Germany,837
01T.F,TOKYU CORP,FRA,Railroads,Germany,776
0202.HK,Interchina Holdings Company Limited,HKG,Pollution & Treatment Controls,Hong Kong,623
0209.HK,CH TYCOON BEV,HKG,,Hong Kong,0
0220.HK,Uni-President China Holdings Ltd,HKG,Food - Major Diversified,Hong Kong,340
0221.HK,PNG Resources Holdings Limited,HKG,Apparel Stores,Hong Kong,730
0228.HK,China Energy Development Holdings Limited,HKG,Restaurants,Hong Kong,712
024070.KS,Wiscom Co. Ltd.,KSC,,South Korea,0
0245.HK,China Seven Star Shopping Limited,HKG,Department Stores,Hong Kong,731
0246.HK,REALGOLD MINING,HKG,,Hong Kong,0
0269.HK,China Resources and Transportation Group Limited,HKG,"Lumber, Wood Production",Hong Kong,632
0285.HK,BYD Electronic International Company Ltd,HKG,Communication Equipment,Hong Kong,841
0287.HK,Winfair Investment Co. Ltd.,HKG,Asset Management,Hong Kong,422
0291.HK,China Resources Enterprise Ltd.,HKG,Conglomerates,Hong Kong,210
0297.HK,Sinofert Holdings Ltd.,HKG,Agricultural Chemicals,Hong Kong,112
0299.HK,SinoCom Software Group Limited,HKG,,Hong Kong,0
02X.BE,XANADU MINES,BER,,Germany,0
02Y.F,CHINA XD PLSTCS,FRA,Rubber & Plastics,Germany,322
0306.HK,Kwoon Chung Bus Holdings Limited,HKG,Trucking,Hong Kong,774
0315.HK,SmarTone Telecommunications Holdings Ltd.,HKG,Wireless Communications,Hong Kong,840
0319.HK,China Metal International Holdings Inc.,HKG,Industrial Metals & Minerals,Hong Kong,133
0322.HK,Tingyi Cayman Islands Holding Corp.,HKG,Food - Major Diversified,Hong Kong,340
0325.HK,Trauson Holdings Company Limited,HKG,,Hong Kong,0
0330.HK,Esprit Holdings Ltd.,HKG,Apparel Stores,Hong Kong,730
0331.HK,PCD Stores (Group) Limited,HKG,Department Stores,Hong Kong,731
0332.HK,Ngai Lik Industrial Holdings Limited,HKG,Electronic Equipment,Hong Kong,314
0335.HK,Upbest Group Limited,HKG,Asset Management,Hong Kong,422
0337.HK,Greenland Hong Kong Holdings Limited,HKG,Asset Management,Hong Kong,422
034220.KS,"LG Display Co., Ltd.",KSC,,South Korea,0
0345.HK,Vitasoy International Holdings Limited,HKG,Beverages - Soft Drinks,Hong Kong,348
0351.HK,Asia Energy Logistics Group Limited,HKG,Electronic Equipment,Hong Kong,314
0354.HK,Chinasoft International Ltd.,HKG,Information Technology Services,Hong Kong,824
0363.HK,Shanghai Industrial Holdings Limited,HKG,Business Services,Hong Kong,760
036490.KQ,OCI Materials,KOE,,South Korea,0
0386.HK,China Petroleum & Chemical Corp.,HKG,Major Integrated Oil & Gas,Hong Kong,120
0390.HK,China Railway Group Limited,HKG,General Contractors,Hong Kong,636
0460.HK,Sihuan Pharmaceutical Holdings Group Ltd.,HKG,Drugs - Generic,Hong Kong,512
0465.HK,Futong Technology Development Holdings Limited,HKG,Information Technology Services,Hong Kong,824
0468.HK,Greatview Aseptic Packaging Company Limited,HKG,Packaging & Containers,Hong Kong,325
0494.HK,Li & Fung Limited,HKG,Air Delivery & Freight Services,Hong Kong,773
0506.HK,China Foods Limited,HKG,Food - Major Diversified,Hong Kong,340
0522.HK,ASM Pacific Technology Ltd.,HKG,Semiconductor Equipment & Materials,Hong Kong,834
052400.KQ,KONA I,KOE,,South Korea,0
0532.HK,Wong's Kong King International (Holdings) Limited,HKG,Industrial Equipment Wholesale,Hong Kong,752
0542.HK,Ceneric (Holdings) Limited,HKG,Lodging,Hong Kong,710
0548.HK,"Shenzhen Expressway Co., Ltd.",HKG,Heavy Construction,Hong Kong,635
0551.HK,Yue Yuen Industrial (Holdings) Limited,HKG,Textile - Apparel Footwear & Accessories,Hong Kong,321
0554.HK,Hans Energy Co. Ltd.,HKG,Oil & Gas Equipment & Services,Hong Kong,124
057030.KQ,YBMSisa.com,KOE,,South Korea,0
0592.HK,Bossini International Holdings Limited,HKG,"Specialty Retail, Other",Hong Kong,745
0600.HK,China Infrastructure Investment Limited,HKG,Real Estate Development,Hong Kong,449
0606.HK,China Agri-Industries Holdings Limited,HKG,Farm Products,Hong Kong,341
0647.HK,Joyce Boutique Holdings Limited,HKG,Apparel Stores,Hong Kong,730
0653.HK,Bonjour Holdings Ltd.,HKG,"Specialty Retail, Other",Hong Kong,745
0670.HK,China Eastern Airlines Corp. Ltd.,HKG,Major Airlines,Hong Kong,770
0672.HK,Zhong An Real Estate Limited,HKG,Real Estate Development,Hong Kong,449
067280.KQ,Credu,KOE,,South Korea,0
068330.KQ,"ilShinbiobase Co., Ltd.",KOE,,South Korea,0
0688.HK,China Overseas Land & Investment Ltd.,HKG,Asset Management,Hong Kong,422
069080.KQ,Webzen,KOE,,South Korea,0
0691.HK,China Shanshui Cement Group Ltd.,HKG,General Building Materials,Hong Kong,634
069260.KS,Huchems Fine Chemical Corporation,KSC,,South Korea,0
069510.KQ,ESTec,KOE,,South Korea,0
069587.TW,YUANTA SECURITIES CO.LTD C/W 05,TAI,,Taiwan,0
069588.TW,YUANTA SECURITIES CO.LTD C/W 07,TAI,,Taiwan,0
069590.TW,YUANTA SECURITIES CO.LTD C/W 07,TAI,,Taiwan,0
069615.TW,PRESIDENT SECURITIES C/W 05/08/,TAI,,Taiwan,0
0698.HK,Tongda Group Holdings Limited,HKG,Electronic Equipment,Hong Kong,314
0700.HK,Tencent Holdings Ltd.,HKG,Internet Information Providers,Hong Kong,851
0709.HK,Giordano International Limited,HKG,Apparel Stores,Hong Kong,730
0713.HK,World Houseware Holdings Ltd.,HKG,Home Furnishings & Fixtures,Hong Kong,311
0728.HK,China Telecom Corp. Ltd.,HKG,Wireless Communications,Hong Kong,840
0743.HK,Asia Cement (China) Holdings Corp.,HKG,General Building Materials,Hong Kong,634
0745.HK,CH RAILSMEDIA,HKG,,Hong Kong,0
0746.HK,Lee & Man Chemical Company Limited,HKG,Textile - Apparel Clothing,Hong Kong,320
0751.HK,Skyworth Digital Holdings Ltd.,HKG,Electronic Equipment,Hong Kong,314
0756.HK,China Tianyi Holdings Limited,HKG,Beverages - Soft Drinks,Hong Kong,348
0762.HK,China Unicom (Hong Kong) Limited,HKG,Wireless Communications,Hong Kong,840
0769.HK,China Rare Earth Holdings Ltd.,HKG,Industrial Metals & Minerals,Hong Kong,133
0775.HK,"CK Life Sciences Int'l., (Holdings) Inc.",HKG,Biotechnology,Hong Kong,515
0776.HK,JF Household Furnishings Limited,HKG,Home Furnishings & Fixtures,Hong Kong,311
0777.HK,"NetDragon WebSoft, Inc.",HKG,Multimedia & Graphics Software,Hong Kong,820
078520.KS,ABLE C&C;,KSC,,South Korea,0
078650.KQ,KOLEN,KOE,,South Korea,0
0794.HK,Come Sure Group (Holdings) Limited,HKG,Paper & Paper Products,Hong Kong,324
0805.HK,GLENCORE XSTRATA,HKG,,Hong Kong,0
0806.HK,Value Partners Group Ltd,HKG,Asset Management,Hong Kong,422
0815.HK,CHI SILVER GP,HKG,,Hong Kong,0
0822.HK,Ka Shui International Holdings Ltd,HKG,Diversified Machinery,Hong Kong,622
083930.KQ,AVACO,KOE,,South Korea,0
0846.HK,"Mingfa Group (International) Co., Ltd.",HKG,Real Estate Development,Hong Kong,449
0856.HK,VST Holdings Ltd.,HKG,"Specialty Retail, Other",Hong Kong,745
0857.HK,PetroChina Co. Ltd.,HKG,Major Integrated Oil & Gas,Hong Kong,120
0883.HK,CNOOC Ltd.,HKG,Independent Oil & Gas,Hong Kong,121
0886.HK,Silver Base Group Holdings Limited,HKG,Beverages - Wineries & Distillers,Hong Kong,347
0910.HK,China Sandi Holdings Limited,HKG,"Lumber, Wood Production",Hong Kong,632
0914.HK,Anhui Conch Cement Co. Ltd.,HKG,General Building Materials,Hong Kong,634
0926.HK,Besunyen Holdings Company Limited,HKG,Drug Manufacturers - Major,Hong Kong,510
0939.HK,China Construction Bank Corporation,HKG,Money Center Banks,Hong Kong,410
0953.HK,Meike International Holdings Limited,HKG,"Specialty Retail, Other",Hong Kong,745
0966.HK,China Taiping Insurance Holdings Company Limited,HKG,Life Insurance,Hong Kong,430
096770.KS,"SK Innovation Co., Ltd.",KSC,,South Korea,0
0973.HK,L'Occitane International S.A.,HKG,Personal Products,Hong Kong,323
0975.HK,Mongolian Mining Corporation,HKG,Industrial Metals & Minerals,Hong Kong,133
0985.HK,CST Mining Group Limited,HKG,Copper,Hong Kong,131
0992.HK,Lenovo Group Limited,HKG,Computer Based Systems,Hong Kong,812
0C2.DU,CHUBU EL,DUS,Diversified Utilities,Germany,913
0CHZ-EUR.L,,,,,0
0CHZ.L,,,,,0
0DHC.L,,,,,0
0EIN.L,,,,,0
0FR0.L,,,,,0
0FRE.L,,,,,0
0FRF.L,,,,,0
0GKA.L,,,,,0
0GYS.L,,,,,0
0H1Z-EUR.L,,,,,0
0H1Z.L,,,,,0
0H50-EUR.L,,,,,0
0HAA.L,,,,,0
0HV1.L,,,,,0
0I1V.L,,,,,0
0I6N.L,,,,,0
0IU9.L,,,,,0
0J1Y.L,,,,,0
0J1Z.L,,,,,0
0JM.SG,JASA MARGA -B-,STU,,Germany,0
0JXG-NOK.L,,,,,0
0JXG.L,,,,,0
0K96-EUR.L,,,,,0
0K96.L,,,,,0
0KCD.L,,,,,0
0KF1-NOK.L,,,,,0
0KF1.F,RECOVERY ENERGY,FRA,,Germany,0
0KF1.L,,,,,0
0KFO.L,,,,,0
0KIZ.L,,,,,0
0LBW-EUR.L,,,,,0
0LRI.L,,,,,0
0LTN.L,,,,,0
0LV3.L,,,,,0
0LWA.L,,,,,0
0LWV.L,,,,,0
0LZS.L,,,,,0
0LZZ.L,,,,,0
0M3P.L,,,,,0
0M5M.L,,,,,0
0MK5-EUR.L,,,,,0
0MK5.L,,,,,0
0MQ9.L,,,,,0
0MYY-PLN.L,,,,,0
0MYY.L,,,,,0
0N73.L,,,,,0
0NN5.L,,,,,0
0NQG-EUR.L,,,,,0
0NQG.L,,,,,0
0NR6-EUR.L,,,,,0
0NZU-DKK.L,,,,,0
0NZY.L,,,,,0
0O0V.L,,,,,0
0O6D.L,,,,,0
0O6G.L,,,,,0
0O7D.L,,,,,0
0OR4.L,,,,,0
0P6Q.L,,,,,0
0Q22.L,,,,,0
0Q3T.L,,,,,0
0Q45-PLN.L,,,,,0
0Q45.L,,,,,0
0QR.BE,QR ENERGY,BER,,Germany,0
0SG.SG,SIBANYE GOLD,STU,,Germany,0
0WP.MU,WPP,MUN,,Germany,0
0YL.BE,YELLOWHEAD MNG,BER,,Germany,0
0YYA.F,YY SP ADR-A,FRA,,Germany,0
0YYA.SG,YY SP ADR-A,STU,,Germany,0
0ZE.F,NEW ZEALAND EGY,FRA,,Germany,0
0ZE.SG,NEW ZEALAND EGY,STU,,Germany,0
10112077.SG,,,,,0
1017610.SG,,,,,0
10185917.SG,,,,,0
101970.KQ,WOOYANG HC,KOE,,South Korea,0
1023.KL,CIMB GROUP HOLDINGS BERHAD,KLS,,Malaysia,0
1030.HK,FUTURE LAND DEVELOPMENT HLDGS L,HKG,,Hong Kong,0
10373904.SG,,,,,0
1046587.SG,YEO HIAP SENG,STU,,Germany,0
1065.HK,Tianjin Capital Environmental Protection Group Company Limited,HKG,Waste Management,Hong Kong,637
1066.KL,RHB CAPITAL BHD,KLS,,Malaysia,0
1070.HK,TCL Multimedia Technology Holdings Ltd.,HKG,Entertainment - Diversified,Hong Kong,722
1082@BN.KL,HONG LEONG FINANCIAL GROUP BHD,KLS,,Malaysia,0
1088.HK,China Shenhua Energy Co. Ltd.,HKG,Industrial Metals & Minerals,Hong Kong,133
10892944.MU,JAZZTEL,MUN,,Germany,0
1096.HK,ACTIVE GROUP HLDGS LTD HKD0.1,HKG,,Hong Kong,0
1099.HK,Sinopharm Group Co. Ltd.,HKG,Medical Equipment Wholesale,Hong Kong,754
1107.HK,MODERN LAND (CHINA) CO LIMITED,HKG,,Hong Kong,0
1109.HK,China Resources Land Ltd.,HKG,Real Estate Development,Hong Kong,449
1112.HK,Biostime International Holdings Limited (China),HKG,Long-Term Care Facilities,Hong Kong,523
11142499.SG,,,,,0
11142512.SG,,,,,0
11144978.SG,,,,,0
1117.HK,China Modern Dairy Holdings Ltd.,HKG,Farm Products,Hong Kong,341
11203419.SG,,,,,0
11203469.SG,,,,,0
11203543.SG,,,,,0
112040.KQ,WeMade,KOE,,South Korea,0
1125.HK,Lai Fung Holdings Ltd.,HKG,Property Management,Hong Kong,448
1128.HK,Wynn Macau Ltd.,HKG,Resorts & Casinos,Hong Kong,711
1129.HK,China Water Industry Group Limited,HKG,Computer Based Systems,Hong Kong,812
1136.HK,TCC International Holdings Ltd.,HKG,General Building Materials,Hong Kong,634
1138.HK,China Shipping Development Company Limited,HKG,Shipping,Hong Kong,775
1140.HK,OP Financial Investments Limited,HKG,Asset Management,Hong Kong,422
1142.HK,Siberian Mining Group Company Limited,HKG,,Hong Kong,0
11424271.SG,,,,,0
11424655.SG,,,,,0
11459159.SG,,,,,0
1149.HK,Anxin-China Holdings Limited,HKG,Medical Instruments & Supplies,Hong Kong,520
11514447.SG,,,,,0
11532939.SG,,,,,0
1155.HK,Centron Telecom International Holding Ltd.,HKG,Communication Equipment,Hong Kong,841
1155.KL,MALAYAN BANKING BHD,KLS,,Malaysia,0
11567720.SG,,,,,0
1161.HK,Water Oasis Group Ltd.,HKG,"Specialty Retail, Other",Hong Kong,745
11617980.BE,X-CHANGE,BER,,Germany,0
1163@BN.KL,ALLIANZ MALAYSIA BHD,KLS,,Malaysia,0
